Listing_Address,Zip_code,Listing_Status,Listing_Type,Price,Sold_Date,Num_Bedrooms,Num_Bathrooms,Sqft,Parking,Hoa_Fees,Year_Built
None,,,Single Family,N/A,",451,411",5,6,4464,Y,N/A,2020
1728 N Damen Ave APT 302,,Sold,Condo,338000,11/13/19,1,1,800,Y,345,1923
1840 W Armitage Ave #2,,Sold,Condo,479500,12/16/19,3,2,No Data,Y,109,2019
1905 W Fullerton Ave,,Sold,Single Family,310000,05/19/20,4,2,777,Y,N/A,1887
2225 W Wabansia Ave APT 502,,Sold,Condo,532000,10/21/19,3,2,1550,Y,351,1999
1737 N Paulina St APT 302,,Sold,Condo,540000,06/26/20,2,2,1800,Y,493,1901
2144 W Churchill St,,Sold,Single Family,1292500,04/26/20,4,4,5615,Y,185,2004
2224 N Seeley Ave #3,,Sold,Condo,562500,03/20/20,2,2,No Data,Y,203,2018
2005 W Fullerton Ave,,Sold,N/A,2600000,01/14/20,4,N/A,N/A,N/A,N/A,N/A
2237 N Oakley Ave APT 2,,Sold,Condo,560000,12/16/19,3,2,1800,Y,167,1999
2012 W Saint Paul Ave,,Sold,Condo,391500,04/06/20,1,2,,Y,345,1969
1734 N Winchester Ave,,Sold,Single Family,1425000,06/18/20,5,5,5000,Y,N/A,1999
2201 W Wabansia Ave APT 22,,Sold,Condo,620000,08/26/19,2,2,1900,Y,580,1920
1737 N Paulina St APT 305,,Sold,Condo,440000,03/11/20,2,2,1450,Y,497,1904
2358 N Damen Ave APT A1,,Sold,Condo,415000,06/23/20,3,2,1326,Y,200,2006
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
2147 W Moffat St #1,,Sold,Single Family,1146000,04/22/20,4,3.,,Y,N/A,2019
2324 W Wabansia Ave APT 4,,Sold,Townhouse,795000,03/17/20,3,5,3100,Y,250,2013
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
2343 W Shakespeare Ave,,Sold,Single Family,865000,03/12/20,,--,,N,1200,Data
1825 N Winnebago Ave APT 302,,Sold,Condo,490000,11/07/19,2,2,1687,Y,365,2005
2114 W North Ave APT 3E,,Sold,Condo,275000,05/11/20,,--,,N,326,1911
2021 W Willow St APT 207,,Sold,Condo,347000,12/16/19,1,2,No Data,Y,445,1969
2257 W Fullerton Ave,,Sold,Multi Family,625000,12/19/19,6,--,,Y,N/A,1910
1755 N Hermitage Ave,,Sold,N/A,600000,10/22/19,2,N/A,N/A,N/A,N/A,N/A
2121 W Armitage Ave #2,,Sold,Condo,305000,07/01/20,2,1,1100,Y,208,1915
1735 N Paulina St #P-82,,Sold,Single Family,415000,04/19/20,,--,,N,564,1910
1756 N Wilmot Ave,,Sold,Single Family,1150000,02/27/20,5,5,4200,Y,N/A,2002
1642 N Wood St,,Sold,Single Family,1660000,08/30/19,5,4,4200,Y,N/A,2017
1728 N Damen Ave,,Sold,Condo,415000,03/17/20,,--,,N,687,1969
2237 N Oakley Ave #P-2,,Sold,Single Family,560000,12/16/19,,--,,N,N/A,1997
1652 W Wabansia Ave #3,,Sold,Condo,305000,04/13/20,2,1,900,N,357,1896
2312 W Mclean Ave APT 3N,,Sold,Condo,485000,02/04/20,3,3,1900,Y,191,1911
1750 N Wolcott Ave APT 103,,Sold,Condo,503000,06/08/20,2,2,1200,Y,479,2000
2353 W Belden Ave APT 3N,,Sold,Condo,469000,09/30/19,3,2,1500,Y,260,2008
1825 N Winnebago Ave #P-29,,Sold,Single Family,490000,05/28/20,,--,,N,365,2001
2071 N Oakley Ave,,Sold,Single Family,1250000,03/16/20,4,4,3300,Y,N/A,2017
2300 W Wabansia Ave APT 310,,Sold,Condo,412000,10/24/19,2,2,1100,Y,466,1917
1735 N Paulina St APT 401,,Sold,Condo,415000,04/19/20,2,2,1055,Y,661,1910
1740 N Marshfield Ave APT 25,,Sold,Condo,420000,11/15/19,2,2,1500,N,410,1992
1902 W Armitage Ave #3,,Sold,Condo,593000,11/09/19,2,2,No Data,Y,239,2013
2146 W Charleston St,,Sold,Single Family,1310000,06/29/20,4,4,3300,Y,N/A,2013
1735 N Paulina St APT 208,,Sold,Apartment,270000,08/20/19,1,1,,Y,288,2006
2246 W Medill Ave #2,,Sold,Apartment,400000,11/06/19,3,3,,Y,N/A,Data
2006 W Mclean Ave #1,,Sold,Apartment,18900,01/08/20,2,1,,N,N/A,Data
2356 N Elston Ave APT 403,,Sold,Condo,350000,08/20/19,,--,,N,366,2000
2125 W Webster Ave,,Sold,Multi Family,1600000,12/30/19,4,3,,Y,N/A,1887
2340 W Wabansia Ave UNIT D2,,Sold,Townhouse,1003000,09/05/19,4,5,4655,Y,450,2002
2063 N Hoyne Ave,,Sold,Single Family,1200000,08/26/20,4,4,3240,Y,N/A,2015
1805 N Hoyne Ave,,Sold,Single Family,1080000,12/01/19,4,4,3600,Y,N/A,2000
1728 N Damen Ave APT 209,,Sold,Condo,340000,03/05/20,1,1,No Data,Y,418,1923
2150 N Bell Ave,,Sold,Single Family,865000,05/07/20,3,3,2400,Y,N/A,1892
2114 W North Ave APT 1E,,Sold,Condo,295000,09/25/19,2,1,,Y,217,1910
2012 W Saint Paul Ave,,Sold,Condo,375000,08/04/19,,--,,N,280,1969
2237 N Hoyne Ave #1S,,Sold,Condo,725000,05/21/20,3,3,No Data,Y,200,2020
1939 N Honore St,,Sold,Multi Family,700000,02/14/20,3,3,No Data,N,N/A,1888
1920 W Dickens Ave #1R,,Sold,Condo,224000,12/08/19,2,1,850,N,192,1893
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1825 N Winnebago Ave APT 302,,Sold,Condo,490000,11/07/19,,--,,N,365,2001
1723 N Winnebago Ave,,Sold,Townhouse,757500,10/09/19,3,4,2670,Y,100,2016
2130 W North Ave APT 202,,Sold,Condo,619000,08/31/20,3,2.,,N,303,2003
2116 W Churchill St,,Sold,Single Family,1125000,06/21/20,4,4,3200,Y,N/A,2002
2300 W Wabansia Ave APT 131,,Sold,Condo,430000,08/13/19,2,2,1200,Y,489,1906
1827 N Wilmot Ave,,Sold,Single Family,860000,08/25/20,3,3,1592,Y,N/A,1994
2356 N Elston Ct APT 301,,Sold,Condo,339550,07/16/20,3,2,1700,Y,363,1999
1741 N Wilmot Ave,,Sold,Townhouse,485000,02/23/20,2,2,1605,Y,348,1995
2300 W Wabansia Ave #P-63,,Sold,Single Family,365000,11/14/19,,--,,N,434,1917
2330 W Wabansia Ave,,Sold,Townhouse,1050000,06/23/20,4,5,3002,Y,250,2011
2328 N Oakley Ave APT 3E,,Sold,Condo,374000,09/04/19,3,2,1500,N,407,Data
2335 N Seeley Ave,,Sold,N/A,1650000,04/15/20,3,N/A,N/A,N/A,N/A,N/A
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,3,Data
1825 N Winnebago Ave APT 403,,Sold,Condo,490000,05/28/20,2,2,No Data,Y,398,2001
1728 N Damen Ave UNIT 1-307,,Sold,Single Family,620000,12/04/19,2,2,,Y,543,1969
2111 W Churchill St #P-31,,Sold,Single Family,16500,07/20/20,,--,,N,73,2000
1860 N Wilmot Ave,,Sold,Single Family,825000,08/31/20,3,3,1571,Y,20,1994
2302 W North Ave APT 3W,,Sold,Condo,410000,04/16/20,2,2,1400,Y,200,2000
1950 N Honore St #1,,Sold,Condo,645000,07/15/20,3,3,2400,Y,268,2005
1739 N Wilmot Ave,,Sold,Townhouse,484500,12/18/19,2,2,1376,Y,1094,1995
1639 N Oakley Ave #D1,,Sold,Condo,535000,08/21/19,3,3,No Data,Y,253,2000
2356 N Elston Ave APT 403,,Sold,Condo,350000,08/20/19,3,2,No Data,Y,366,2000
1735 N Paulina St APT 215,,Sold,Condo,347000,06/19/20,2,2,1100,Y,540,2004
2222 N Seeley Ave #2,,Sold,Apartment,325000,01/02/20,2,2,,Y,100,2000
2300 W Wabansia Ave APT 218,,Sold,Condo,412000,10/01/19,2,2,No Data,Y,434,1917
2130 W North Ave APT 301,,Sold,Condo,685000,08/24/20,3,2,No Data,Y,392,2008
1702 W North Ave UNIT B2,,Sold,Condo,410000,01/10/20,2,2,1600,Y,320,1999
2310 W Saint Paul Ave APT 504,,Sold,Condo,443000,05/28/20,2,2,1210,Y,400,2001
2300 W Saint Paul Ave,,Sold,Condo,416000,11/05/19,,--,,N,712,2000
1719 N Western Ave APT 2,,Sold,Condo,425000,07/29/20,3,2,No Data,Y,225,2007
2045 W Shakespeare Ave,,Sold,Single Family,1120000,11/14/19,4,4,3800,Y,25,2007
1851 W Armitage Ave,,Sold,Multi Family,835000,09/01/20,4,3,2200,Y,N/A,1994
2342 N Leavitt St #1S,,Sold,Condo,647000,09/04/20,3,3,No Data,Y,225,2020
2319 W Dickens Ave,,Sold,Single Family,846000,04/19/20,3,3,2200,Y,N/A,1880
2246 W Medill Ave #2,,Sold,Condo,399900,11/06/19,2,2,1250,Y,80,Data
1919 N Leavitt St,,Sold,Single Family,1282000,02/20/20,4,4,3200,Y,N/A,2016
2089 W Wabansia Ave APT 205,,Sold,Condo,467500,04/12/20,2,2,1400,Y,415,2001
2212 N Seeley Ave #2,,Sold,Condo,358000,04/28/20,2,2,No Data,Y,175,2001
2356 N Elston Ct APT 306,,Sold,Condo,2600,04/01/20,3,2,,Y,N/A,2000
2313 N Hamilton Ave #3,,Sold,Condo,600000,04/03/20,2,2,No Data,Y,200,2019
2012 W Saint Paul Ave APT 409,,Sold,Condo,429500,07/24/20,2,2,No Data,Y,406,2012
1825 N Winnebago Ave APT 103,,Sold,Condo,490000,05/25/20,2,2,1560,Y,265,2005
2130 N Bell Ave,,Sold,Townhouse,527500,12/08/19,3,2,1600,Y,N/A,1995
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
1830 N Winchester Ave #P115,,Sold,Condo,515000,11/12/19,2,2,1464,Y,319,1995
2050 W Willow St APT E,,Sold,Townhouse,856000,07/15/20,4,3,2100,Y,280,1998
1619 N Paulina St,,Sold,Single Family,1435000,11/19/19,5,5,5000,Y,N/A,2002
1750 N Wolcott Ave APT 106,,Sold,Condo,425000,04/08/20,1,1,1000,Y,408,1910
1835 N Honore St,,Sold,N/A,1929500,04/13/20,3,N/A,N/A,N/A,N/A,N/A
2014 W Wabansia Ave #3N,,Sold,Condo,390000,05/05/20,2,2,,N,225,1904
1728 N Damen Ave #214,,Sold,Condo,415000,08/28/20,2,2,1400,Y,668,1967
2021 W Willow St APT 206,,Sold,Condo,391500,04/06/20,1,2,1025,Y,460,1969
2342 W Bloomingdale Ave APT 402,,Sold,Condo,445000,05/22/20,2,2,No Data,Y,310,2001
2222 W Armitage Ave #3E,,Sold,Condo,535000,12/03/19,3,3,2156,Y,200,2004
2010 N Hoyne Ave,,Sold,Single Family,1350000,10/23/19,4,4,3300,Y,N/A,2015
2014 W Mclean Ave APT 1,,Sold,Apartment,1650,09/11/19,1,1,,N,N/A,1887
1737 N Paulina St APT 306,,Sold,Condo,540000,04/15/20,2,2,1700,Y,500,1904
2021 W Willow St UNIT 3-201,,Sold,Condo,335000,07/08/20,,--,,N,372,1969
2045 W Concord Pl APT 602,,Sold,Condo,515000,09/04/19,2,2,,Y,422,2002
2012 W Saint Paul Ave,,Sold,Condo,335000,07/08/20,1,2,,Y,687,1969
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
None,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2112 W Mclean Ave,,Sold,Single Family,950000,12/04/19,,--,,N,N/A,1912
1653 N Bell Ave,,Sold,Multi Family,910000,08/03/20,7,3,No Data,Y,N/A,Data
1611 N Bell Ave APT 3S,,Sold,Condo,785000,07/10/20,3,3,2400,Y,481,2004
1715 W Wabansia Ave,,Sold,Single Family,770000,11/18/19,3,3,1584,Y,N/A,1985
2060 W Webster Ave,,Sold,Single Family,1345000,11/12/19,4,5,5000,Y,N/A,2006
2019 N Wolcott Ave #1,,Sold,Single Family,1060000,08/11/19,4,3,,Y,N/A,2001
1751 N Western Ave APT 406,,Sold,Condo,311000,08/08/19,1,1,900,Y,270,1977
1656 W Wabansia Ave #2,,Sold,Condo,295000,06/22/20,2,1,No Data,N,350,1896
1901 N Leavitt St,,Sold,Single Family,1290000,08/13/20,3,5,4000,Y,N/A,2007
1936 N Honore St,,Sold,Single Family,2000000,10/02/19,6,7,5100,Y,N/A,2014
2343 W Lyndale St APT 3,,Sold,Condo,620000,10/09/19,,--,,N,N/A,Data
1652 N Claremont Ave #3,,Sold,Condo,565000,11/18/19,3,3,2300,Y,261,1999
1922 W Armitage Ave #2,,Sold,Condo,415000,10/08/19,2,2,No Data,Y,144,2004
1855 W Armitage Ave UNIT 2,,Sold,Condo,420000,08/23/20,2,2,,Y,N/A,2006
2326 W Charleston St,,Sold,Single Family,995000,10/28/19,5,4,3300,Y,N/A,1996
1901 N Oakley Ave,,Sold,Single Family,539000,12/05/19,,--,,N,N/A,Data
2013 W Homer St,,Sold,Single Family,1650000,10/23/19,5,5,4750,Y,N/A,2018
2021 W Willow St APT 107,,Sold,Condo,375000,12/04/19,1,2,1000,Y,355,2014
1633 N Western Ave APT 2S,,Sold,Multi Family,345000,07/17/20,2,2,1100,Y,152,2000
1731 N Winnebago Ave,,Sold,Townhouse,740000,03/05/20,3,4,2550,Y,100,2016
1735 N Paulina St #P-89,,Sold,Single Family,335000,01/15/20,,--,,N,564,1910
2241 W Wabansia Ave,,Sold,Condo,455000,05/17/20,,--,,N,558,Data
None,,,Condo,N/A,"$425,151",2,2,900,Y,534,1996
2331 N Leavitt St #1,,Sold,Condo,740000,01/28/20,3,3,2300,Y,300,2019
1737 N Paulina St #B-1,,Sold,Condo,425000,05/04/20,2,1.,,Y,325,1901
2219 W Wabansia Ave APT 2W,,Sold,Condo,590000,04/28/20,3,2,1300,Y,222,2012
1670 N Claremont Ave APT 304,,Sold,Condo,425000,07/16/20,2,2,1096,Y,367,1999
2160 N Oakley Ave #1,,Sold,Condo,300000,06/21/20,2,1,1100,Y,212,1883
1638 N Bell Ave,,Sold,Single Family,1595000,08/07/20,5,4,4200,Y,N/A,2015
2300 W Saint Paul Ave,,Sold,Condo,430000,06/19/20,2,2,No Data,Y,400,2001
1720 N Paulina St,,Sold,Single Family,1218750,07/30/20,4,4,3182,Y,1402,1891
2021 W Willow St #3-102,,Sold,Condo,371000,05/06/20,1,2,1000,Y,444,1967
2141 W Caton St,,Sold,Multi Family,810000,07/31/20,3,3,No Data,N,N/A,1890
2033 W Churchill St,,Sold,Single Family,1260000,07/15/20,4,4,3900,Y,N/A,2003
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
2327 W Medill Ave #2,,Sold,Condo,449000,08/20/19,2,2,1500,Y,260,2000
1751 N Western Ave APT 207,,Sold,Condo,395000,06/18/20,,--,,N,487,1918
2230 W Medill Ave,,Sold,Single Family,1087500,08/12/19,5,5,4785,Y,N/A,2008
1901 N Oakley Ave,,Sold,Single Family,539000,12/05/19,3,1.,,Y,N/A,1880
2153 N Bell Ave.,,Sold,Single Family,1425000,02/18/20,5,4,No Data,N,N/A,Data
2213 W Mclean Ave,,Sold,N/A,2850000,02/05/20,2,N/A,N/A,N/A,N/A,N/A
2300 W Saint Paul Ave,,Sold,Condo,416000,11/05/19,2,2,1213,Y,363,2001
1907 N Milwaukee Ave APT 209,,Sold,Condo,285000,08/05/19,1,1,950,Y,232,1904
2220 W Dickens Ave,,Sold,Single Family,680000,09/08/19,3,3,3172,Y,N/A,1892
2219 N Hoyne Ave #1,,Sold,Condo,685000,06/26/20,3,3,No Data,Y,236,2014
2113 W Shakespeare Ave,,Sold,Single Family,1260000,08/01/20,7,4,3000,Y,N/A,1908
1735 N Paulina St APT 505,,Sold,Condo,380000,03/06/20,2,2,960,Y,578,Data
2008 W Willow St APT C,,Sold,Townhouse,825000,08/04/20,3,3,2400,Y,280,1998
2021 W Moffat St,,Sold,Single Family,1165000,07/31/20,4,4,3400,Y,N/A,Data
2300 W Wabansia Ave APT 220,,Sold,Condo,500000,01/02/20,2,2,1437,Y,565,1906
2131 N Claremont Ave #2S,,Sold,Condo,890000,07/08/20,,--,,N,N/A,Data
2227 W Armitage Ave #2,,Sold,Condo,837866,11/27/19,3,3,No Data,Y,200,2019
2105 W Concord Pl APT 3,,Sold,Condo,557500,09/10/19,,--,,N,326,1906
1737 N Paulina St #C-22,,Sold,Condo,432000,07/26/20,2,2,1680,Y,389,1901
1870 N Wilmot Ave,,Sold,Single Family,825000,08/14/20,3,3,2300,Y,17,1998
1940 N Wilmot Ave,,Sold,Single Family,1220000,08/02/19,4,4,3800,Y,N/A,2003
2300 W Wabansia Ave APT 133,,Sold,Condo,350000,06/18/20,1,2,1046,Y,453,1906
1751 N Western Ave APT 207,,Sold,Condo,395000,06/18/20,2,2,1200,Y,377,2016
2140 W Armitage Ave #4E,,Sold,Condo,630000,08/28/20,3,3,1600,Y,243,2015
2333 W Saint Paul Ave APT 200,,Sold,Condo,489000,06/01/20,2,2,,Y,278,1998
2223 W Lyndale St,,Sold,Single Family,1575000,01/03/20,6,5,4400,Y,N/A,2017
2221 N Lister Ave #P-1,,Sold,Single Family,472500,07/22/20,,--,,N,357,1918
2310 W Saint Paul Ave APT 403,,Sold,Condo,427000,07/17/20,2,2,1200,Y,380,2001
2140 W Armitage Ave #1W,,Sold,Condo,513900,09/09/20,3,3,1600,Y,156,2015
2300 W Wabansia Ave APT 105,,Sold,Condo,415000,12/25/19,2,2,1261,Y,484,1906
2112 W Armitage Ave,,Sold,Condo,237000,07/22/20,2,1,732,Y,490,1964
2014 W Wabansia Ave #3S,,Sold,Apartment,420000,02/27/20,3,3,,N,N/A,Data
1642 N Wood St #1,,Sold,Single Family,1660000,09/08/19,6,4,,Y,N/A,2019
2231 N Lister Ave #C,,Sold,Townhouse,330000,08/03/20,2,2,1300,Y,165,1997
2240 W Palmer St #1R,,Sold,Townhouse,1550,04/15/20,1,1,,N,N/A,1875
2333 W Saint Paul Ave APT 219,,Sold,Condo,472000,07/22/20,2,2,No Data,Y,411,1917
2208 N Leavitt St,,Sold,Condo,880000,04/23/20,4,4,3400,Y,200,2017
2300 W Saint Paul Ave #C401,,Sold,Multi Family,435000,07/27/20,2,2,1261,Y,712,2001
1618 N Claremont Ave APT 3N,,Sold,Condo,600000,08/11/19,3,3,2400,Y,261,1998
1856 W Armitage Ave #2,,Sold,Condo,420000,08/25/20,2,2,1200,Y,192,2002
2012 W Saint Paul Ave #P126,,Sold,Single Family,450000,03/31/20,,--,,N,253,1969
2058 W Webster Ave,,Sold,Single Family,1400000,08/14/19,5,5,4300,Y,177,2007
2317 W Armitage Ave APT 1E,,Sold,Condo,495000,07/28/20,3,3,1950,Y,N/A,2006
1735 N Paulina St APT 212,,Sold,Condo,358000,09/01/20,2,2,No Data,Y,515,1910
None,,,Multi Family,N/A,",546,240",1,12,No Data,Y,N/A,2020
2105 W Concord Pl #P-1,,Sold,Single Family,557500,09/10/19,,--,,N,N/A,1906
1835 N Marshfield Ave,,Sold,Single Family,1250000,07/30/19,5,4,4229,Y,N/A,2006
1751 N Western Ave #P-5,,Sold,Single Family,311000,08/08/19,,--,,N,42,1918
2120 W Charleston St,,Sold,Single Family,832000,08/14/20,3,3,2100,Y,N/A,1891
1755 N Hermitage Ave APT A,,Sold,Townhouse,600000,10/22/19,3,2,1800,Y,1182,1995
2118 W North Ave APT 1N,,Sold,Condo,291000,04/13/20,2,1,No Data,N,255,1909
2030 N Hoyne Ave,,Sold,Single Family,1275000,06/29/20,4,4,4000,Y,N/A,2000
1745 N Winnebago Ave,,Sold,Townhouse,815000,08/25/20,4,4,2650,Y,100,2016
2348 N Lister Ave APT 410,,Sold,Apartment,3125,10/10/19,3,2,,Y,N/A,2017
1720 N Marshfield Ave #P2,,Sold,Single Family,500000,10/21/19,2,--,,Y,259,1912
1907 N Milwaukee Ave APT 206,,Sold,Condo,365000,04/12/20,2,2,1171,Y,295,1920
2221 N Lister Ave APT 4A,,Sold,Condo,472500,07/22/20,1,2,1500,Y,492,1918
2300 W Wabansia Ave #P-35,,Sold,Single Family,410000,07/31/19,,--,,N,115,1917
1857 N Damen Ave #P-6,,Sold,Single Family,469000,12/25/19,2,--,,Y,N/A,1994
1938 N Oakley Ave,,Sold,Single Family,720000,05/29/20,4,3,2700,Y,N/A,1890
2012 W Saint Paul Ave APT 416,,Sold,Condo,417500,12/10/19,2,2,No Data,Y,371,1940
2300 W Bloomingdale Ave APT D,,Sold,Condo,405900,03/30/20,2,2,1200,Y,278,1998
2314 W Wabansia Ave APT 1E,,Sold,Condo,665000,08/17/20,4,3,2270,Y,300,2006
1711 N Hoyne Ave APT 1S,,Sold,Condo,387500,10/02/19,1,2,1150,Y,150,1995
None,,,Single Family,N/A,stimate®,4,4,No Data,Y,N/A,2020
1648 W Bloomingdale Ave,,Sold,Single Family,723500,04/15/20,3,3,1800,Y,N/A,1892
2208 N Oakley Ave UNIT 1N,,Sold,Condo,775000,01/14/20,,--,,N,N/A,Data
1647 N Wolcott Ave,,Sold,Single Family,1675000,12/09/19,6,6,4840,Y,N/A,2006
2024 W Churchill St,,Sold,Single Family,885000,09/11/19,3,3,,Y,N/A,1987
2357 W Moffat St,,Sold,N/A,605000,10/27/19,2,N/A,N/A,N/A,N/A,N/A
2300 W Wabansia Ave APT 119,,Sold,Condo,449900,07/04/20,2,2,1081,Y,397,1906
2140 N Winchester Ave APT 5,,Sold,Townhouse,474000,05/04/20,2,3,2400,Y,125,1993
2012 W Saint Paul Ave APT 306,,Sold,Condo,415000,03/17/20,1,1.,,Y,372,1969
1611 N Hermitage Ave APT 405,,Sold,Condo,1185000,03/06/20,3,2,2200,Y,900,2015
1720 N Marshfield Ave #P3,,Sold,Single Family,500000,10/21/19,,--,,N,259,1912
2225 N Leavitt St,,Sold,Single Family,1725000,01/14/20,1,1,,Y,N/A,Data
2219 N Hoyne Ave #2,,Sold,Condo,512000,08/05/19,,--,,N,N/A,Data
2052 W Armitage Ave APT B,,Sold,Townhouse,635000,08/05/19,3,3,2400,Y,100,1998
2247 W Belden Ave,,Sold,Multi Family,775000,03/31/20,4,3,1100,Y,N/A,1887
2140 N Claremont Ave,,Sold,Single Family,480000,02/19/20,5,3,1800,Y,N/A,1891
2331 N Leavitt St,,Sold,Condo,875000,08/18/20,4,3,2600,Y,125,2020
2343 W Lyndale St APT 3,,Sold,Condo,620000,10/09/19,2,2,1600,Y,230,2015
2009 W Fullerton Ave,,Sold,N/A,2600000,01/14/20,1,N/A,N/A,N/A,N/A,N/A
1951 W Cortland St APT 3,,Sold,Condo,659000,09/17/19,3,2,,Y,210,2005
1865 N Winnebago Ave APT 1N,,Sold,Condo,453000,08/14/20,2,2,1600,Y,279,1999
None,,,Condo,N/A,"$311,476",1,1,950,Y,502,2018
2143 W Lyndale St APT 1E,,Sold,Condo,675000,05/20/20,3,3,2200,Y,217,2005
2207 N Western Ave #P-6,,Sold,Single Family,470000,11/28/19,,--,,N,N/A,2002
1825 N Winnebago Ave APT 302,,Sold,Condo,490000,11/07/19,2,--,,Y,365,2001
1600 N Marshfield Ave APT 303,,Sold,Condo,477500,07/01/20,2,2,1600,Y,433,2005
2330 W Saint Paul Ave APT 503,,Sold,Condo,416000,10/31/19,2,2,1213,Y,400,2001
2259 W Wabansia Ave APT 209,,Sold,Condo,600000,06/29/20,3,2,1500,Y,449,2005
2300 W Wabansia Ave #P-86,,Sold,Single Family,350000,06/04/20,,--,,N,434,1917
1702 W North Ave UNIT B2,,Sold,Single Family,410000,01/16/20,2,2,,Y,343,1999
2031 W Dickens Ave,,Sold,Single Family,1158000,08/07/20,5,4,3000,Y,N/A,2008
2012 W Saint Paul Ave APT 214,,Sold,Condo,310000,08/21/19,,--,,N,345,1969
1825 N Wilmot Ave,,Sold,Single Family,880000,06/18/20,3,4,2266,Y,N/A,1999
1611 N Hermitage Ave #204,,Sold,Condo,740000,01/09/20,,--,,N,N/A,Data
1915 N Damen Ave APT B,,Sold,Multi Family,550000,11/11/19,2,2,1550,Y,228,2007
2053 W Mclean Ave,,Sold,Multi Family,445000,05/18/20,2,2,1445,Y,N/A,1993
2045 W Concord Pl APT 306,,Sold,Condo,390000,05/06/20,2,2,1220,Y,298,2001
None,,,N/A,N/A,"$627,058",3,N/A,N/A,N/A,N/A,N/A
1735 N Paulina St APT 307,,Sold,Condo,330000,03/08/20,2,1,No Data,Y,530,1910
1937 N Damen Ave APT 301,,Sold,Condo,450000,10/14/19,3,2,No Data,Y,163,2006
2219 N Hoyne Ave #2,,Sold,Condo,512000,07/30/19,2,2,No Data,Y,164,2014
1855 W Armitage Ave UNIT 3,,Sold,Condo,435000,09/09/19,2,2,1233,Y,142,2006
2021 W Willow St UNIT 3-207,,Sold,Condo,347000,12/16/19,1,1.,,N,324,2014
1721 N Western Ave APT 2,,Sold,Condo,435000,08/21/20,3,2,1450,Y,262,2007
2239 N Lister Ave APT 102,,Sold,Condo,355000,07/24/20,2,2,1100,Y,225,2005
2300 W Wabansia Ave APT 108,,Sold,Condo,469000,07/31/19,2,2,1600,Y,472,2016
None,,,Single Family,N/A,",173,481",5,2,,Y,N/A,1895
2201 W Wabansia Ave APT 19,,Sold,Condo,710000,10/20/19,3,2,1819,Y,557,1920
1611 N Hermitage Ave #204,,Sold,Condo,740000,01/09/20,,--,,N,N/A,Data
1809 N Leavitt St,,Sold,Townhouse,839000,11/04/19,3,4,3200,Y,185,2001
2205 W Medill Ave #1W,,Sold,Condo,649000,07/15/20,3,3,No Data,Y,225,2019
1915 N Damen Ave APT A,,Sold,Condo,550000,07/31/19,2,2,No Data,Y,300,2006
1951 W Cortland St APT 1,,Sold,Condo,494000,07/01/20,3,2,1900,Y,200,2003
2320 W Medill Ave,,Sold,Single Family,983000,07/27/20,4,2.,,Y,N/A,1908
1840 W Armitage Ave #3,,Sold,Condo,835000,02/03/20,4,4,No Data,Y,207,2019
2313 W Montana St,,Sold,Single Family,371000,12/30/19,3,4,2124,Y,N/A,1895
1897 N Milwaukee Ave #P15,,Sold,Single Family,285000,08/05/19,,--,,N,232,1904
2040 N Damen Ave APT 2,,Sold,Multi Family,1185000,09/22/19,3,--,,N,N/A,Data
1851 N Wilmot Ave,,Sold,Single Family,1432000,05/12/20,4,4,No Data,Y,N/A,2020
2136 W North Ave APT 2E,,Sold,Condo,540000,12/18/19,3,2,1600,Y,218,2007
2111 W Churchill St APT 201,,Sold,Condo,325000,08/31/20,1,1,No Data,Y,290,2002
1736 N Honore St,,Sold,Single Family,872500,08/21/20,3,3,2890,Y,N/A,1893
None,,,Townhouse,N/A,"$553,290",3,2,2000,Y,N/A,1993
1825 W Webster Ave,,Sold,Single Family,17000000,12/26/19,,--,,N,N/A,Data
1846 N Milwaukee Ave APT 3F,,Sold,Multi Family,1500,06/22/20,1,1,,N,N/A,1896
2118 W North Ave APT 1N,,Sold,Condo,291000,04/06/20,2,1,825,N,280,1909
1936 W Armitage Ave APT 1W,,Sold,Condo,630000,08/12/20,3,3,2100,Y,233,2014
